Log file open, 03/31/23 23:53:40
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.04.01-06.53.44:495][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager:   VVM_1_0
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.04.01-06.53.44:506][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.04.01-06.53.44:506][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.04.01-06.53.44:511][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.04.01-06.53.44:511][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.04.01-06.53.44:511][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.04.01-06.53.44:511][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.04.01-06.53.44:556][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.04.01-06.53.44:556][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.04.01-06.53.44:556][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.04.01-06.53.44:574][  0]LogDerivedDataCache: Speed tests for C:/Users/1924h/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.02 seconds
[2023.04.01-06.53.44:574][  0]LogDerivedDataCache: Display: Performance to C:/Users/1924h/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.07ms. RandomReadSpeed=107.72MBs, RandomWriteSpeed=107.29MBs. Assigned SpeedClass 'Local'
[2023.04.01-06.53.44:575][  0]LogDerivedDataCache: Using Local data cache path C:/Users/1924h/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.04.01-06.53.44:575][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.04.01-06.53.44:575][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.04.01-06.53.44:575][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.04.01-06.53.44:575][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.04.01-06.53.44:576][  0]LogShaderCompilers: Guid format shader working directory is -36 characters bigger than the processId version (../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/Shaders/WorkingDirectory/15032/).
[2023.04.01-06.53.44:576][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/1924h/AppData/Local/Temp/UnrealShaderWorkingDir/669A96DF4DB0AA0EA4AD5FB53C017DBC/'.
[2023.04.01-06.53.44:576][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.04.01-06.53.44:576][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.04.01-06.53.46:461][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.04.01-06.53.46:524][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.04.01-06.53.46:525][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM5 (0)
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: ---
[2023.04.01-06.53.46:839][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: ---
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.04.01-06.53.46:840][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.04.01-06.53.47:068][  0]LogSlate: Using FreeType 2.10.0
[2023.04.01-06.53.47:072][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.04.01-06.53.47:159][  0]LogAssetRegistry: FAssetRegistry took 0.0241 seconds to start up
[2023.04.01-06.53.47:172][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.04.01-06.53.47:526][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.04.01-06.53.48:369][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: Available device profiles:
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7600][0000061B384B9000 52] GlobalDefaults, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8A00][0000061B3CF7C800 52] Windows, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8C00][0000061B3CF70000 52] WindowsEditor, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6400][0000061B2E707800 52] WindowsServer, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8800][0000061B3FEE0000 52] WindowsClient, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6600][0000061B3FEE5000 52] IOS, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8200][0000061B3FEE7800 52] iPadAir2, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9400][0000061B3FEEC800 52] IPadPro, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9600][0000061B3FEEA000 52] iPadAir3, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7C00][0000061B3CF75000 52] iPadAir4, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9200][0000061B3FF20000 52] iPadAir5, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8000][0000061B3FF25000 52] iPadMini4, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7400][0000061B3FF27800 52] iPadMini5, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8600][0000061B3FF2A000 52] iPadMini6, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DB200][0000061B3FF80000 52] iPhone6S, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DB400][0000061B3FF82800 52] iPhone7, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DB600][0000061B3FF85000 52] iPodTouch7, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DA200][0000061B3FF8A000 52] iPhone6SPlus, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6E00][0000061B3FF8C800 52] iPhone7Plus, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9C00][0000061B3FEE2800 52] iPhoneSE, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9A00][0000061B3FF2C800 52] iPhone8, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6200][0000061B3FF87800 52] iPhone8Plus, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7E00][0000061B3FF90000 52] iPhoneX, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DB000][0000061B3FF95000 52] iPhoneXS, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DBE00][0000061B3FF97800 52] iPhoneXSMax, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9800][0000061B3FF9A000 52] iPhoneXR, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DA400][0000061B3FF9C800 52] iPhone11, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DAE00][0000061B3FF22800 52] iPhone11Pro, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6A00][0000061B3FF30000 52] iPhone11ProMax, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7000][0000061B3FF35000 52] iPhoneSE2, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DA000][0000061B3FF37800 52] iPhone12Mini, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D7A00][0000061B3FF3A000 52] iPhone12, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DBA00][0000061B3FF3C800 52] iPhone12Pro, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DBC00][0000061B3FF92800 52] iPhone12ProMax, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DAA00][0000061B3FF40000 52] iPhone13Mini, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DAC00][0000061B3FF45000 52] iPhone13, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9E00][0000061B3FF47800 52] iPhone13Pro, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DC000][0000061B3FF4A000 52] iPhone13ProMax, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DC200][0000061B3FF4C800 52] iPhoneSE3, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DC600][0000061B3FF32800 52] iPhone14, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DC800][0000061B3FF50000 52] iPhone14Plus, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DCC00][0000061B3FF55000 52] iPhone14Pro, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DA800][0000061B3FF57800 52] iPhone14ProMax, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8E00][0000061B3FF5A000 52] iPadPro105, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DA600][0000061B3FF5C800 52] iPadPro129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DD000][0000061B3FF42800 52] iPadPro97, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DD200][0000061B3FED0000 52] iPadPro2_129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DD600][0000061B3FED5000 52] iPad5, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DD800][0000061B3FED7800 52] iPad6, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DDC00][0000061B3FEDA000 52] iPad7, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D8400][0000061B3FEDC800 52] iPad8, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6800][0000061B3FF52800 52] iPad9, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D9000][0000061B3FFB0000 52] iPad10, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DE000][0000061B3FFB5000 52] iPadPro11, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DE200][0000061B3FFB7800 52] iPadPro2_11, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DE600][0000061B3FFBA000 52] iPadPro3_11, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DE800][0000061B3FFBC800 52] iPadPro4_11, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DEC00][0000061B3FED2800 52] iPadPro3_129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DB800][0000061B3FFC0000 52] iPadPro4_129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9D6000][0000061B3FFC5000 52] iPadPro5_129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DCA00][0000061B3FFC7800 52] iPadPro6_129, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DF000][0000061B3FFCA000 52] AppleTV, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DF200][0000061B3FFCC800 52] AppleTV4K, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DF600][0000061B3FFB2800 52] AppleTV2_4K, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B3F9DF800][0000061B3FFD0000 52] TVOS, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42020400][0000061B3FFD7800 52] Mac, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42020600][0000061B3FFD5000 52] MacEditor, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42021400][0000061B3FFDA000 52] MacClient, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42021800][0000061B3FFDC800 52] MacServer, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42022A00][0000061B3FFE0000 52] Linux, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42022C00][0000061B3FFE2800 52] LinuxEditor, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42020A00][0000061B3FFE7800 52] LinuxArm64Editor, 
[2023.04.01-06.53.48:370][  0]LogDeviceProfileManager: 	[0000061B42022800][0000061B3FFEA000 52] LinuxArm64, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42020E00][0000061B3FFEC800 52] LinuxClient, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42022200][0000061B3FFC2800 52] LinuxArm64Client, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42020000][0000061B3FFE5000 52] LinuxServer, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021200][0000061B3FF60000 52] LinuxArm64Server, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021C00][0000061B3FF65000 52] Android, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42022E00][0000061B3FF67800 52] Android_Preview_OpenGL, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021000][0000061B3FF6A000 52] Android_Preview_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42020800][0000061B3FF6C800 52] Android_Low, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023000][0000061B3FFD2800 52] Android_Mid, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023200][0000061B3FFF0000 52] Android_High, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023600][0000061B3FFF5000 52] Android_Default, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023800][0000061B3FFF7800 52] Android_Adreno4xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023C00][0000061B3FFFA000 52] Android_Adreno5xx_Low, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021600][0000061B3FFFC800 52] Android_Adreno5xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42020200][0000061B3FF62800 52] Android_Adreno6xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021A00][0000061B42030000 52] Android_Adreno6xx_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024000][0000061B42035000 52] Android_Adreno7xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024200][0000061B42037800 52] Android_Adreno7xx_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024600][0000061B4203A000 52] Android_Mali_T6xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024800][0000061B4203C800 52] Android_Mali_T7xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024C00][0000061B3FFF2800 52] Android_Mali_T8xx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42020C00][0000061B42040000 52] Android_Mali_G71, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42022400][0000061B42045000 52] Android_Mali_G72, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42022600][0000061B42047800 52] Android_Mali_G72_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42025000][0000061B4204A000 52] Android_Mali_G76, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42025200][0000061B4204C800 52] Android_Mali_G76_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42025600][0000061B42032800 52] Android_Mali_G77, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42025800][0000061B42050000 52] Android_Mali_G77_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42025C00][0000061B42055000 52] Android_Mali_G78, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42022000][0000061B42057800 52] Android_Mali_G78_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42021E00][0000061B4205A000 52] Android_Mali_G710, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023A00][0000061B4205C800 52] Android_Mali_G710_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026000][0000061B42042800 52] Android_Xclipse_920, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026200][0000061B42060000 52] Android_Xclipse_920_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026600][0000061B42065000 52] Android_Vulkan_SM5, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026800][0000061B42067800 52] Android_PowerVR_G6xxx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026C00][0000061B4206A000 52] Android_PowerVR_GT7xxx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42023E00][0000061B4206C800 52] Android_PowerVR_GE8xxx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026A00][0000061B42052800 52] Android_PowerVR_GM9xxx, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42027000][0000061B42070000 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42027600][0000061B42075000 52] Android_TegraK1, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42027800][0000061B42077800 52] Android_Unknown_Vulkan, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42027C00][0000061B4207A000 52] Oculus_Quest, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42024400][0000061B4207C800 52] Oculus_Quest2, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: 	[0000061B42026400][0000061B42062800 52] HoloLens, 
[2023.04.01-06.53.48:371][  0]LogDeviceProfileManager: Active device profile: [0000061B3F9D8C00][0000061B3CF70000 52] WindowsEditor
[2023.04.01-06.53.48:371][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.04.01-06.53.48:371][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.04.01-06.53.48:372][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.04.01-06.53.48:373][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.04.01-06.53.48:374][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.04.01-06.53.48:374][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.04.01-06.53.48:381][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.04.01-06.53.48:381][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Invalid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.04.01-06.53.48:381][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.04.01-06.53.48:381][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.04.01-06.53.48:381][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.22621.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.04.01-06.53.48:391][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/TheChosenOne.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/TurnkeyReport_1.log" -log="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/TurnkeyLog_1.log" -project="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/TheChosenOne.uproject"  -Device=Win64@XFINITYPOD'
[2023.04.01-06.53.48:391][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/TheChosenOne.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/TurnkeyReport_1.log" -log="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/Intermediate/TurnkeyLog_1.log" -project="C:/Users/1924h/OneDrive/Documents/Unreal Projects/TheChosenOne 5.1/TheChosenOne.uproject"  -Device=Win64@XFINITYPOD" -nocompile -nocompileuat ]
